companyid	company_name	cusip	MSCIsec	sedol
RMF5GJ-S-US	Gilead Sciences Inc.	37555810	Health Care	236917
D68V9M-S-US	General Mills Inc.	37033410	Consumer Staples	236702
S21BMQ-S-US	G&K Services Inc.	36126810	Industrials	235731
T8M8DZ-S-US	Geeknet Inc.	36846Q20	Consumer Discretionary	252823
SJRV94-S-US	Gladstone Capital Corp.	37653510	Financials	279333
J784GK-S-US	Great Lakes Dredge & Dock	39060710	Industrials	B1LDZK
N2F4S9-S-US	GulfMark Offshore Inc.	40262920	Energy	B62TH6
BFS4NW-S-US	Golar LNG Ltd.	G9456A10	Energy	236796
LMQTSB-S-US	GasLog Ltd.	G3758510	Energy	B79J09
MP5CFW-S-US	Global Power Equipment Gro	37941P30	Industrials	B2PJYB
J0G0TF-S-US	Greenlight Capital Re Ltd.	G4095J10	Financials	B1XRCZ
SN9V2C-S-US	P.H. Glatfelter Co.	37731610	Materials	237200
NBF3Q0-S-US	Glu Mobile Inc.	37989010	Information Technology	B1VP20
QWNLSC-S-US	Corning Inc.	21935010	Information Technology	222470
J0JKSY-S-US	General Motors Co.	37045V10	Consumer Discretionary	B665KZ
PGVDCQ-S-US	Gordmans Stores Inc.	38269P10	Consumer Discretionary	B4XL94
L1V3PM-S-US	Green Mountain Coffee Roas	39312210	Consumer Staples	238759
NCB8DF-S-US	GameStop Corp.	36467W10	Consumer Discretionary	B0LLFT
WW2DDS-S-US	Globus Medical Inc.	37957720	Health Care	B7D65M
SPG04C-S-US	General Moly Inc.	37037310	Materials	B01S2H
VK7WP0-S-US	GATX Corp.	36144810	Industrials	236212
K9H88F-S-US	GNC Holdings Inc.	36191G10	Consumer Discretionary	B3VLKV
WYHQZC-S-US	General Communication Inc.	36938510	Telecommunication Serv	236501
MGV7CT-S-US	Genie Energy Ltd.	37228420	Utilities	B725NJ
VYS7BG-S-US	Genco Shipping & Trading L	Y2685T10	Industrials	B0DPJS
T0R732-S-US	Generac Holdings Inc.	36873610	Industrials	B6197Q
QYYL4Z-S-US	Gentex Corp.	37190110	Consumer Discretionary	236679
N5TDJ2-S-US	Genworth Financial Inc.	37247D10	Financials	B011WL
SM1RJP-S-US	Gladstone Commercial Corp.	37653610	Financials	291847
XF9TK6-S-US	Google Inc.	38259P50	Information Technology	B020QX
PYCN38-S-US	Gold Resource Corp.	38068T10	Materials	B1DZ91
W3G2QJ-S-US	Government Properties Inco	38376A10	Financials	B4ZG8D
BXFH68-S-US	Genuine Parts Co.	37246010	Consumer Discretionary	236748
GJZ1P6-S-US	Group 1 Automotive Inc.	39890510	Consumer Discretionary	212135
DTLXWV-S-US	Graphic Packaging Holding	38868910	Materials	B2Q824
VK6XV3-S-US	Global Payments Inc.	37940X10	Information Technology	271201
QG719F-S-US	Gulfport Energy Corp.	40263530	Energy	239868
V3V1KR-S-US	Green Plains Renewable Ene	39322210	Energy	B11FJD
T0NLZH-S-US	Gap Inc.	36476010	Consumer Discretionary	236032
FMLY05-S-US	Gramercy Property Trust In	38489R10	Financials	B8RFM5
F96BRF-S-US	GP Strategies Corp.	36225V10	Industrials	262666
VWFMWB-S-US	W.R. Grace & Co.	38388F10	Materials	223268
SN9X6F-S-US	The Gorman-Rupp Co.	38308210	Industrials	237928
B05W6J-S-US	Griffin Land & Nurseries I	39823110	Consumer Staples	202393
NCCKWN-S-US	Garmin Ltd.	H2906T10	Consumer Discretionary	B3Z5T1
XBMNZ5-S-US	Groupon Inc.	39947310	Consumer Discretionary	B77D16
L57CFD-S-US	Glimcher Realty Trust	37930210	Financials	237169
HG5HFV-S-US	The Goldman Sachs Group In	38141G10	Financials	240796
MBQFMW-S-US	Great Southern Bancorp Inc	39090510	Financials	238700
DXWFH3-S-US	Golden Star Resources Ltd.	38119T10	Materials	237661
P7CTQD-S-US	GSE Holding Inc.	36191X10	Materials	B6RLWH
BNL1XT-S-US	GSI Group Inc.	36191C20	Information Technology	B4Z48T
C5KQ7Z-S-US	GSI Technology Inc.	36241U10	Information Technology	B00SMG
KM8HM0-S-US	Globe Specialty Metals Inc	37954N20	Materials	B3VLNB
LGG5JM-S-US	Global Sources Ltd.	G3930010	Consumer Discretionary	257652
DBQ32F-S-US	Gastar Exploration Ltd.	36729920	Energy	B01DJB
P4JQTV-S-US	GSV Capital Corp.	36191J10	Financials	B3T78R
J8BDXS-S-US	Goodyear Tire & Rubber Co.	38255010	Consumer Discretionary	237820
FT8K23-S-US	GT Advanced Technologies I	36191U10	Information Technology	B6TB70
PHKLQK-S-US	GrafTech International Ltd	38431310	Industrials	290671
K4LJRX-S-US	Gentiva Health Services In	37247A10	Health Care	256102
B3MR0T-S-US	Chart Industries Inc.	16115Q30	Industrials	B19HNF
XHD26M-S-US	Triple-S Management Corp.	89674910	Health Care	B29GJQ
CZBLSM-S-US	GTx Inc.	40052B10	Health Care	226372
LF4QCN-S-US	Getty Realty Corp.	37429710	Financials	269814
KM880N-S-US	Guidance Software Inc.	40169210	Information Technology	B1L6HX
WHS11V-S-US	Granite Construction Inc.	38732810	Industrials	238118
KVV0X3-S-US	Greenway Medical Technolog	39679B10	Health Care	B76XCZ
LSJVX2-S-US	Genesee & Wyoming Inc.	37155910	Industrials	237406
NVXZ1H-S-US	Guidewire Software Inc.	40171V10	Information Technology	B7JYSG
SHMTH8-S-US	W.W. Grainger Inc.	38480210	Industrials	238086
LTN487-S-US	Great Plains Energy Inc.	39116410	Utilities	248370
RT2N46-S-US	GenCorp Inc.	36868210	Industrials	236695
R4MBBX-S-US	Gyrodyne Co. Of America In	40382010	Financials	239970
QY1R5Z-S-US	Hyatt Hotels Corp.	44857910	Consumer Discretionary	B5B82X
F03RQ5-S-US	Hawaiian Holdings Inc.	41987910	Industrials	240804
CFGDYM-S-US	Haemonetics Corp.	40502410	Health Care	240119
F5TDLY-S-US	Hanmi Financial Corp.	41049520	Financials	B6TPXR
VWKLF1-S-US	The Hain Celestial Group I	40521710	Consumer Staples	249233
M1LGZB-S-US	Halliburton Co.	40621610	Energy	240530
WRPQNF-S-US	Hallmark Financial Service	40624Q20	Financials	B19HTB
NDG606-S-US	GLOBAL YACHT SERVICES INC.	40637H10	Health Care	297509
TMTFJS-S-US	Harman International Indus	41308610	Consumer Discretionary	241113
W92VYF-S-US	Hasbro Inc.	41805610	Consumer Discretionary	241458
FNRDNG-S-US	Haynes International Inc.	42087720	Materials	B02WVH
JYS4QM-S-US	Huntington Bancshares Inc.	44615010	Financials	244596
N6Y3VS-S-US	Home Bancorp Inc.	4.37E+14	Financials	B39XGV
GSRG2R-S-US	Hancock Holding Co.	41012010	Financials	241549
V86L1Y-S-US	Hanesbrands Inc.	41034510	Consumer Discretionary	B1BJSL
DRBS30-S-US	Harvard Bioscience Inc.	41690610	Health Care	269499
HWT6NK-S-US	Horizon Bancorp (Indiana)	44040710	Financials	294931
D2YBXH-S-US	Heritage Financial Group I	42726X10	Financials	B40Z91
JXZR9V-S-US	HCA Holdings Inc.	40412C10	Health Care	B4MGBG
K15V5Q-S-US	Hudson City Bancorp Inc.	44368310	Financials	243795
BW94T3-S-US	HCC Insurance Holdings Inc	40413210	Financials	240042
TWT78G-S-US	Heritage-Crystal Clean Inc	42726M10	Industrials	B2Q96P
MH3STZ-S-US	HCI Group Inc.	4.04E+14	Financials	BBN23F
X46RLH-S-US	The Hackett Group Inc.	40460910	Information Technology	224925
FXHMTX-S-US	Health Care REIT Inc.	42217K10	Financials	244096
BVGL57-S-US	Hawaiian Telcom HoldCo Inc	42003110	Telecommunication Serv	B4ZDRV
L9XWZZ-S-US	HCP Inc.	40414L10	Financials	241757
CVYNN4-S-US	Healthcare Services Group	42190610	Industrials	241761
DY0D0T-S-US	The Home Depot Inc.	43707610	Consumer Discretionary	243420
J1JKSX-S-US	Hardinge Inc.	41232430	Industrials	240352
VPRQC7-S-US	Hawaiian Electric Industri	41987010	Utilities	241520
HX1V6Q-S-US	H&E Equipment Services Inc	40403010	Industrials	B0WR84
LVXC21-S-US	HEICO Corp.	42280610	Industrials	241921
P49VL8-S-US	Helen Of Troy Ltd.	G4388N10	Consumer Discretionary	241953
L2XSY7-S-US	Heritage Oaks Bancorp	42724R10	Financials	255035
M0DZC2-S-US	Hercules Offshore Inc.	42709310	Energy	B0J2NQ
PQCHZH-S-US	Hess Corp.	42809H10	Energy	202374
JDSH8C-S-US	HFF Inc.	40418F10	Financials	B1Q1RT
RCGDTY-S-US	HollyFrontier Corp.	43610610	Energy	B5VX1H
BRV5SQ-S-US	Heritage Financial Corp. (	42722X10	Financials	261988
BFRJH9-S-US	Hhgregg Inc.	42833L10	Consumer Discretionary	B23F71
NDM05Q-S-US	Hanger Inc.	41043F20	Health Care	279665
DX3DNK-S-US	The Howard Hughes Corp.	44267D10	Financials	B5VR4H
XF84BM-S-US	Harte-Hanks Inc.	41619610	Consumer Discretionary	241081
W4DZRL-S-US	Hillenbrand Inc.	43157110	Consumer Discretionary	B2QGDP
HP151F-S-US	Hibbett Sports Inc.	42856710	Consumer Discretionary	242837
G6L7Y6-S-US	Hingham Institution For Sa	43332310	Financials	242843
F4NDZ5-S-US	The Hartford Financial Ser	41651510	Financials	247619
HM3LKN-S-US	Huntington Ingalls Industr	44641310	Industrials	B40SSC
BF2D6H-S-US	Health Insurance Innovatio	42225K10	Financials	B7YHN6
RL98XS-S-US	Hill International Inc.	43146610	Industrials	B01TPN
TNZRTW-S-US	Hi-Tech Pharmacal Co. Inc.	42840B10	Health Care	240043
WJYDDZ-S-US	Hittite Microwave Corp.	43365Y10	Information Technology	B0D672
GKZ98J-S-US	Highwoods Properties Inc.	43128410	Financials	242064
T52TP8-S-US	Halcón Resources Corp.	40537Q20	Energy	B7L26X
T9RLT4-S-US	Hecla Mining Co.	42270410	Materials	241860
MR7KX4-S-US	Herbalife Ltd.	G4412G10	Consumer Staples	B0539H
P0RL8S-S-US	Harmonic Inc.	41316010	Information Technology	251065
KK1P79-S-US	HealthSouth Corp.	42192430	Health Care	B1G9B9
MYKJS5-S-US	Home Loan Servicing Soluti	G6648D10	Financials	B731MH
D3WLPY-S-US	Helix Energy Solutions Gro	42330P10	Energy	203706
BCBZ9B-S-US	Health Management Associat	42193310	Health Care	241798
JVCF2D-S-US	Home Properties Inc.	43730610	Financials	241407
WQK0JX-S-US	Horace Mann Educators Corp	44032710	Financials	243711
X72CLN-S-US	HomeStreet Inc.	43785V10	Financials	B4WHS4
RMKHQL-S-US	HMS Holdings Corp.	40425J10	Health Care	241804
SGQ6YF-S-US	Handy & Harman Ltd.	41031510	Materials	B0FZHQ
D2X8WH-S-US	HNI Corp.	40425110	Industrials	243524
BZV7SF-S-US	Harvest Natural Resources	41754V10	Energy	209286
J5WTRV-S-US	Hallador Energy Co.	40609P10	Energy	240497
HLYQ3Y-S-US	Hansen Medical Inc.	41130710	Health Care	B1HLJ4
V3LG2M-S-US	Health Net Inc.	42222G10	Health Care	241862
RFV060-S-US	Hooker Furniture Corp.	43903810	Consumer Discretionary	274891
TQ3YYX-S-US	Harley-Davidson Inc.	41282210	Consumer Discretionary	241105
RDLR73-S-US	Hologic Inc.	43644010	Health Care	243353
DVTKP5-S-US	Home Bancshares Inc. (Arka	43689320	Financials	B17MTL
NMBXMS-S-US	Home Federal Bancorp Inc.	43710G10	Financials	B2N6NK
LKTW6W-S-US	Honeywell International In	43851610	Industrials	202045
KHS6Z8-S-US	Hornbeck Offshore Services	44054310	Energy	B00G81
X7GP26-S-US	Starwood Hotels & Resorts	85590A40	Consumer Discretionary	B12GHV
CTXKF0-S-US	Hovnanian Enterprises Inc.	44248720	Consumer Discretionary	243716
RCF7LV-S-US	Helmerich & Payne Inc.	42345210	Energy	242010
RH4Y8F-S-US	Hudson Pacific Properties	44409710	Financials	B64B9P
V601BM-S-US	Hewlett-Packard Co.	42823610	Information Technology	242400
GB43G9-S-US	Hospitality Properties Tru	44106M10	Financials	243896
X9K9FZ-S-US	Hyperion Therapeutics Inc.	44915N10	Health Care	B7Y2TK
FBDQ0H-S-US	Heartland Payment Systems	42235N10	Information Technology	B02T2G
DKGW59-S-US	Healthcare Realty Trust In	42194610	Financials	241792
Q2PPS2-S-US	H&R Block Inc.	9367110	Industrials	210550
B7YJ5C-S-US	Hill-Rom Holdings Inc.	43147510	Health Care	242592
CLZ7RY-S-US	Harbinger Group Inc.	41146A10	Consumer Staples	B4WZ08
M88FPK-S-US	Hormel Foods Corp.	44045210	Consumer Staples	243726
PRGHTD-S-US	Harris Corp.	41387510	Information Technology	241200
PNLFYT-S-US	Horizon Technology Finance	44045A10	Financials	B5BD5P
NBCJPJ-S-US	Harsco Corp.	41586410	Industrials	241270
LJQYJ1-S-US	The Hillshire Brands Co.	43258910	Consumer Staples	B76FBQ
WZMJB0-S-US	Henry Schein Inc.	80640710	Health Care	241696
PZ8Y1T-S-US	Heidrick & Struggles Inter	42281910	Industrials	241307
JFWF3B-S-US	HSN Inc.	40430310	Consumer Discretionary	B3CLRB
JT6DCL-S-US	Hudson Global Inc.	44378710	Industrials	B828N6
VNSYL9-S-US	Hospira Inc.	44106010	Health Care	B00PWV
PKSNFC-S-US	Host Hotels & Resorts Inc.	44107P10	Financials	256750
D78HSD-S-US	Healthstream Inc.	42222N10	Health Care	257787
KJY9T4-S-US	The Hershey Co.	42786610	Consumer Staples	242280
BNM74X-S-US	Hersha Hospitality Trust	42782510	Financials	261863
NPJ742-S-US	HomeTrust Bancshares Inc.	43787210	Financials	B84T2F
RV6YGB-S-US	Heritage Commerce Corp.	42692710	Financials	250391
WTZDFR-S-US	Hickory Tech Corporation	42906010	Telecommunication Serv	261995
JS8MHL-S-US	Hercules Technology Growth	42709650	Financials	B07LT0
GB4NHT-S-US	Hilltop Holdings Inc.	43274810	Financials	236542
R1CZZR-S-US	Heartland Express Inc.	42234710	Industrials	241401
GFF9C6-S-US	Heartland Financial USA In	42234Q10	Financials	282814
HWV2FH-S-US	Hatteras Financial Corp.	41902R10	Financials	B2R5SY
B3DTVB-S-US	Harris Teeter Supermarkets	41458510	Consumer Staples	B7GH6J
FDMG84-S-US	HeartWare International In	42236810	Health Care	B5BVY6
CHSKKB-S-US	Hertz Global Holdings Inc.	42805T10	Industrials	B1HHJP
XBV9MD-S-US	Hubbell Inc.	44351020	Industrials	244229
S0VV0G-S-US	Hub Group Inc.	44332010	Industrials	240763
NNK8WV-S-US	Humana Inc.	44485910	Health Care	244506
T6DTWR-S-US	Huntsman Corp.	44701110	Materials	B0650B
N826NL-S-US	Hurco Cos. Inc.	44732410	Industrials	244636
NLBVCM-S-US	Huron Consulting Group Inc	44746210	Industrials	B018V7
J9FN6X-S-US	Hudson Valley Holding Corp	44417210	Financials	B019CT
DKJ6QK-S-US	Haverty Furniture Cos. Inc	41959610	Consumer Discretionary	241424
RZW8QS-S-US	Headwaters Inc.	42210P10	Materials	222977
P0SRHW-S-US	Healthways Inc.	42224510	Health Care	202605
FS23JV-S-US	Houston Wire & Cable Co.	44244K10	Industrials	B171W4
KHT2M2-S-US	Hawkins Inc.	42026110	Materials	241559
V0BZGB-S-US	Hexcel Corp.	42829110	Industrials	241677
F9B7B7-S-US	Hyster-Yale Materials Hand	44917210	Industrials	B7LG30
Q4L8H1-S-US	Horizon Pharma Inc.	44047T10	Health Care	B5NT3F
TKQKTX-S-US	MarineMax Inc.	56790810	Consumer Discretionary	225035
TD1RHX-S-US	IAC/InterActiveCorp.	44919P50	Information Technology	B0F0F0
D68983-S-US	Integra LifeSciences Holdi	45798520	Health Care	224869
Q3TXZ4-S-US	IBERIABANK Corp.	45082810	Financials	245245
WRXGHR-S-US	Interactive Brokers Group	45841N10	Financials	B1WT4X
MCPQD9-S-US	International Business Mac	45920010	Information Technology	200597
QWP0KR-S-US	International Bancshares C	45904410	Financials	224391
H6GV8W-S-US	IntercontinentalExchange I	45865V10	Financials	B0PBS8
HHDGWH-S-US	ICF International Inc.	44925C10	Industrials	B1FP36
SGP3VD-S-US	ICG Group Inc.	44928D10	Information Technology	B011HG
CRNZQQ-S-US	Iconix Brand Group Inc.	45105510	Consumer Discretionary	217557
FBH1MV-S-US	Intercept Pharmaceuticals	45845P10	Health Care	B7N59F
VPR59Q-S-US	ICU Medical Inc.	44930G10	Health Care	245191
LG9YGN-S-US	IDACORP Inc.	45110710	Utilities	229693
P7M8YD-S-US	InterDigital Inc.	45867G10	Information Technology	246573
L0Q86X-S-US	Idenix Pharmaceuticals Inc	45166R20	Health Care	287753
X9WGQD-S-US	IDT Corp.	44894750	Telecommunication Serv	275730
V5VGMB-S-US	Integrated Device Technolo	45811810	Information Technology	246243
VT67J6-S-US	IDEXX Laboratories Inc.	45168D10	Health Care	245920
HTKWFH-S-US	IDEX Corp.	45167R10	Industrials	245661
W7TP6N-S-US	International Flavors & Fr	45950610	Materials	246416
M2QWHK-S-US	International Game Technol	45990210	Consumer Discretionary	246497
MKCWCM-S-US	IGATE Corp.	45169U10	Information Technology	254443
VBL6H1-S-US	Independence Holding Co.	45344030	Financials	246122
FR15MW-S-US	IHS Inc.	45173410	Energy	B08L7X
QP172M-S-US	Insteel Industries Inc.	45774W10	Industrials	232587
DXWFM7-S-US	Interval Leisure Group Inc	46113M10	Consumer Discretionary	B3CLS0
NB68NL-S-US	II-VI Inc.	90210410	Industrials	245269
RKF7BD-S-US	Intralinks Holdings Inc.	46118H10	Information Technology	B4Z5RW
CC0SQN-S-US	Illumina Inc.	45232710	Health Care	261399
HJHDLB-S-US	Ingram Micro Inc.	45715310	Information Technology	248909
D65353-S-US	ImmunoGen Inc.	45253H10	Health Care	245786
QNP3X6-S-US	Intermolecular Inc.	45882D10	Information Technology	B5ZTLC
LQDW14-S-US	Ingles Markets Inc.	45703010	Consumer Staples	246055
N4K6S9-S-US	Immersion Corp.	45252110	Information Technology	251785
LMYZ8X-S-US	Immunomedics Inc.	45290710	Health Care	245796
QVKTBN-S-US	Imation Corp.	45245A10	Information Technology	247549
RZKCVH-S-US	Imperva Inc.	45321L10	Information Technology	B523R5
C5F2DM-S-US	ImmunoCellular Therapeutic	45253610	Health Care	B17ZL9
TLVRYY-S-US	Intermec Inc.	45878610	Information Technology	211684
RPN75B-S-US	Internap Network Services	45885A30	Information Technology	B17P4M
SGJQG8-S-US	Incyte Corp.	45337C10	Health Care	247195
FBBGRD-S-US	Independent Bank Corp. (Ma	45383610	Financials	244782
MVKRPZ-S-US	Informatica Corp.	45666Q10	Information Technology	241206
TQ7P1D-S-US	Infinity Pharmaceuticals I	45665G30	Health Care	B1FCQS
SYH9MB-S-US	Infinera Corp.	45667G10	Information Technology	B1YB5Y
MG3J1H-S-US	Ingredion Inc.	45718710	Consumer Staples	B7K24P
WYJNR7-S-US	Interactive Intelligence G	45841V10	Information Technology	B4Q936
QTX0T8-S-US	Summit Hotel Properties In	86608210	Financials	B3M7R6
SRLSJ1-S-US	Innodata Inc.	45764220	Information Technology	222674
T3Z7QT-S-US	World Fuel Services Corp.	98147510	Energy	246945
PJSZYL-S-US	Intel Corp.	45814010	Information Technology	246324
SZD2LD-S-US	INTL FCStone Inc.	46116V10	Financials	245644
LJQMXR-S-US	Intuit Inc.	46120210	Information Technology	245902
PHP5JX-S-US	Intersections Inc.	46098130	Industrials	223876
PS7KPZ-S-US	InvenSense Inc.	46123D20	Information Technology	B3XTGL
P9XWHL-S-US	InnerWorkings Inc.	45773Y10	Industrials	B17W6V
H686MN-S-US	ION Geophysical Corp.	46204410	Energy	246029
WQK5W2-S-US	Innospec Inc.	45768S10	Materials	224559
GX4W4P-S-US	International Paper Co.	46014610	Materials	246525
KX84YD-S-US	Inter Parfums Inc.	45833410	Consumer Staples	247315
D50J9Q-S-US	IPass Inc.	46261V10	Information Technology	236728
QLQKDC-S-US	Infinity Property & Casual	45665Q10	Financials	231373
KGS4V7-S-US	IPC The Hospitalist Co. In	44984A10	Health Care	B2NW6R
DXTWJN-S-US	Interpublic Group Of Cos.	46069010	Consumer Discretionary	246632
FJ33G1-S-US	IPG Photonics Corp.	44980X10	Information Technology	269878
QFGKJD-S-US	Inphi Corp.	45772F10	Information Technology	B5TRVW
F067FH-S-US	Innophos Holdings Inc.	45774N10	Materials	B1GHPN
JH07J0-S-US	Intrepid Potash Inc.	46121Y10	Materials	B2QVR7
RL8W4D-S-US	Impax Laboratories Inc.	45256B10	Health Care	237372
JJ7QY4-S-US	Inteliquent Inc.	64128B10	Telecommunication Serv	BBXBX0
M6459C-S-US	Ingersoll-Rand Plc	G4779110	Industrials	B63303
NRXHNN-S-US	IRobot Corp.	46272610	Consumer Discretionary	B0J2NS
GJSQJ6-S-US	Inland Real Estate Corp.	45746120	Financials	B03WNC
KHSZK3-S-US	Iridium Communications Inc	46269C10	Telecommunication Serv	B2QH31
MNWT3V-S-US	Investors Real Estate Trus	46173010	Financials	265260
MYV776-S-US	International Rectifier Co	46025410	Information Technology	246538
GHM954-S-US	Ignite Restaurant Group In	45173010	Consumer Discretionary	B87SG9
K6VNHQ-S-US	Iron Mountain Inc.	46284610	Industrials	254293
TQ9ZKP-S-US	Ironwood Pharmaceuticals I	46333X10	Health Care	B3MZ6K
L6L0WH-S-US	Investors Bancorp Inc. (Ne	46146P10	Financials	B0J2NT
BXJVMF-S-US	International Speedway Cor	46033520	Consumer Discretionary	247814
HSDPDJ-S-US	International Shipholding	46032120	Industrials	246549
RNHVQ4-S-US	Intersil Corp.	46069S10	Information Technology	255195
K5KZVH-S-US	Isis Pharmaceuticals Inc.	46433010	Health Care	245978
SPG28F-S-US	Isle Of Capri Casinos Inc.	46459210	Consumer Discretionary	217834
W7T9H9-S-US	Intuitive Surgical Inc.	4.61E+64	Health Care	287130
X9WS9P-S-US	Isramco Inc.	46514140	Energy	224757
WPK5QZ-S-US	Integrated Silicon Solutio	45812P10	Information Technology	244815
SPBJJ3-S-US	Gartner Inc.	36665110	Information Technology	237276
V2NWLT-S-US	ITC Holdings Corp.	46568510	Utilities	B0F7FR
HLVN92-S-US	Investment Technology Grou	46145F10	Financials	247275
MJ6N8M-S-US	Investors Title Co.	46180410	Financials	246989
KHX6L0-S-US	InterMune Inc.	45884X10	Health Care	256589
NCCBFF-S-US	Itron Inc.	46574110	Information Technology	247194
NXJG9T-S-US	ITT Corp.	45091120	Industrials	B6Y9SW
KC74XW-S-US	Illinois Tool Works Inc.	45230810	Industrials	245755
CTYG3V-S-US	Intevac Inc.	46114810	Information Technology	247581
BFNJSH-S-US	Invacare Corp.	46120310	Health Care	246797
VR34H7-S-US	Invesco Mortgage Capital I	46131B10	Financials	B5ZW0F
JVBLHM-S-US	Invesco Ltd.	G491BT10	Financials	B28XP7
LZCGBK-S-US	IXYS Corp.	46600W10	Information Technology	224359
DDZ4P5-S-US	Jack In The Box Inc.	46636710	Consumer Discretionary	234492
CX1BWR-S-US	Jarden Corp.	47110910	Consumer Discretionary	202832
KPM885-S-US	JAKKS Pacific Inc.	4.70E+14	Consumer Discretionary	247885
BPTBYR-S-US	Jazz Pharmaceuticals Plc	G5087110	Health Care	B4Q5ZN
QNZYNF-S-US	J.B. Hunt Transport Servic	44565810	Industrials	244541
MCNVRH-S-US	Jabil Circuit Inc.	46631310	Information Technology	247178
TWS2Z8-S-US	JetBlue Airways Corp.	47714310	Industrials	285276
KM5GQ1-S-US	John B. Sanfilippo & Son I	80042210	Consumer Staples	277299
HKMMXJ-S-US	John Bean Technologies Cor	47783910	Industrials	B3BRJZ
W6TLYH-S-US	Johnson Controls Inc.	47836610	Consumer Discretionary	247680
PJNPRK-S-US	J2 Global Inc.	48123V10	Information Technology	B75DGJ
